"Product Code","Amazon ASIN","Name","Sku Id","Selling Price","MRP","Cost Price","Quantity","Packaging Length (in cm)","Packaging Breadth (in cm)","Packaging Height (in cm)","Packaging Weight (in kg)","GST %","Image 1","Image 2","Image 3","Image 4","Image 5","Image 6","Image 7","Image 8","Image 9","Image 10","Video 1","Video 2","Product Type","Size Type","Size","Colour","Description","Return/Exchange Condition","Visibility","Size Chart","Pickup Address Code","HSN Code","Customisation Id","Associated Pixel","attr_Print /Pattern Type","attr_Style","attr_Colour Shade Name","attr_Pattern","attr_Colour","attr_Brand","attr_Usage Instructions","attr_Basic Colour","attr_Features 1","attr_Features 2","attr_Size","attr_Standard Size","attr_Colour Family","attr_Pattern Type","attr_Fabric Type","attr_Country_of_Origin","attr_Package Contents","attr_Thread Count (TC)","attr_Season","attr_Material","attr_Set includes","attr_Ideal For","attr_Key Features","attr_Durability","attr_Packaging","attr_Country of Origin","attr_Package contents","attr_Ideal for","attr_Color","attr_Work Type","attr_Quantity","attr_Colour Code","attr_Fabric Feel","attr_Features","attr_Additional Feature","attr_Bedsheet Dimensions"
"RoyalBlue-ikat","","Royal Blue Ikat Pure Cotton Bedsheet Set","KD-IK-RYLBLUE-KDB-100",1299,2999,630,6,38,30,4,"1.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/ctoJgTRN_EAMVCJ9QY8_2026-03-14_3.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/ctoJgTRN_212QF4ZVDN_2026-03-14_1.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/ctoJgTRN_U8UI2K8ZN1_2026-03-14_2.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/ctoJgTRN_F3E7A2DHFE_2026-03-14_4.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/ctoJgTRN_KHW9QO8G6F_2026-03-14_5.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/ctoJgTRN_DO1RUHW0KA_2026-03-14_6.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/ctoJgTRN_RAIE50R7XE_2026-03-14_7.JPEG","","","","","","home__home_improvement__utility","size","100*108 inches","French Blue (Base), Mustard, and Ivory White (Accents)","Elevate your bedroom aesthetic with this ultra-soft, breathable bedsheet set from Aaram Homes. 
Featuring a stunning transitional Ikat-inspired mandala pattern, this set beautifully marries traditional motifs with a fresh, modern design. The soothing blue backdrop, perfectly accented with intricate mustard yellow and ivory detailing, brings a calming yet luxurious vibe to any contemporary bedroom. Crafted for both comfort and durability, this flat sheet drapes beautifully and is perfect for creating a relaxing, inviting sanctuary in your home. 
Set includes one king size bedsheet and two matching pillow covers.","6",true,"","Panipat_132103_0180d","","","",,"Ethnic, Contemporary Boho",,"Ikat-Inspired Geometric Mandala",,"Aaram Homes",,,,,,,,,,,,,,,"One double bedsheet and 2 large pillow covers",,,"Built with high-quality, durable materials","Eco-friendly packaging","India",,,"French Blue (Base), Mustard, and Ivory White (Accents)",,,,,,,
"TLS-MP-CB-DBF","","Mattress Cover | Protector | 100% Waterproof | Coffee Brown","TLS-MP-CB-DBF",1499,2999,700,6,33,27,11,"1.3",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Vccfno1A_7FY4SQ0I5H_2025-10-14_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Vccfno1A_ZTJ4DJXR4H_2025-12-24_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/TLS_MP_CB_DBF_1759704932556_p1n7cxjd0ihyyjp.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Vccfno1A_2FDDMPZK2H_2025-10-14_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Vccfno1A_FW3SAPD0JT_2025-11-09_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Vccfno1A_93NGXV19Z1_2025-11-09_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Vccfno1A_6L4PILUPYP_2025-11-09_3.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Vccfno1A_9UW83LFA5M_2025-11-09_4.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Vccfno1A_E572APKWL5_2025-11-09_5.jpg","","","","home__home_improvement__utility","size","72x78 + 12""","Coffee Brown","Premium Waterproof Quilted Mattress Protector
Keep your mattress safe and make your bed look stylish with this elegant Coffee Brown Waterproof Quilted Mattress Protector. Its soft, quilted top adds an extra layer of comfort, while the waterproof backing protects your mattress from spills, stains, dust, and allergens. It’s a perfect blend of comfort, hygiene, and durability for everyday use.
Key Features:
- Soft quilted fabric for extra comfort
- 100% waterproof and dust-resistant protection
- Breathable material to keep your mattress fresh
- Deep pockets for a snug, secure fit on all mattresses
- Super Easy to wash and maintain","6",true,"","Panipat_132103_0180d","","","",,"Fitted style with deep pockets",,"Diamond quilted pattern","Coffee Brown","Aaram Homes",,,,,"1 Mattress protector: 72x78 + 12""",,,,,,,,,"Cotton on top and waterproof sheet below","1 mattress protector","Home","Premium Quality","Built with high-quality, durable materials","Eco-friendly packaging","India",,,,,,,,,,
"TLS-BB-GEO-QDB","","Geometric Design Bedsheet Set - with 2 Cushions & 2 pillow covers","TLS-BB-GEO-QDB",999,1999,370,8,58,35,5,"2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Wn9qAg7D_R4YY33XAYJ_2026-05-29_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Wn9qAg7D_KG6AWI77A2_2026-05-29_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Wn9qAg7D_Z6F413GFYB_2026-05-29_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Wn9qAg7D_U5MSKG88XW_2026-05-29_4.png","","","","","","","","","home__home_improvement__utility","size","90 x 100 Inches","Yellow ,Blue ,Grey & Beige","Modern Yellow Geometric Bed Sheet Set (With Quilted Pillow covers & filled Cushions)
Give your bedroom a fresh, modern upgrade with this stylish bed sheet set featuring a bold yellow geometric pattern. The design includes interlocking triangles and diamonds in soothing shades of yellow, light blue, grey, white, and beige.
The set comes with 2 quilted pillow covers and 2 quilted cushions that add a soft, cozy layer to your bed while enhancing the overall aesthetic. Made from comfortable, high-quality fabric, this set blends style and comfort beautifully.
A perfect choice for anyone who loves elegant & modern decor.","6",true,"","Panipat_132103_0180d","","","",,"Modern/Contemporary",,"Geometric (triangles and diamonds)","Yellow, Blue, Grey & Beige","Aaram Homes",,,,,"1 Bedsheet: 90 x 100 Inches, 2 quilted pillow covers: 18 x 28 inches, 2 cushions with fillers: 12 x 12 inches",,,,,,,,," 160 GSM Cotton blend","1 Double Bedsheet + 2 Pillow Covers + 2 cushions with fillers","Home",,,,"India",,,,,,,,,,
"AH-OTTO-YELLOW-HS-01","","Yellow Boho Handwoven Ottoman Stool with Pom-Pom Detailing","AH-OTTO-YELLOW-HS",1699,2899,720,9,45,30,25,"2.5",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/MD2YItwG_KOA9V9AOGI_2026-06-18_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/MD2YItwG_SHJ9W9AQ0A_2026-06-18_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/MD2YItwG_G52OGIT7WM_2026-06-18_3.png","","","","","","","","","","home__home_improvement__utility","size","16x16 inches","Yellow","Bring artisanal charm into your home with the Boho Handwoven Ottoman Stool. Thoughtfully crafted with intricate woven detailing, playful pom-pom accents, and elegant fringe trim, this ottoman effortlessly blends functionality with style. The soothing yellow and ivory palette adds a fresh, calming touch to living rooms, bedrooms, reading corners, or cozy lounge spaces.
Supported by sturdy wooden legs and designed for everyday versatility, it serves as a comfortable footrest, extra seating option, decorative accent piece, or stylish companion to your favourite armchair. 

Whether your decor leans toward bohemian, coastal, Scandinavian, or modern farmhouse aesthetics, this handcrafted ottoman becomes an instant focal point that elevates any space.

Key Uses
- Comfortable footrest after a long day
- Extra seating for guests
- Accent furniture for living rooms and bedrooms
- Reading nook companion
- Decorative styling piece for cozy interiors
- Ideal for bohemian, coastal, and modern homes

What is this ottoman used for?
This ottoman can be used as an extra seat, footrest, decorative accent piece, or styling element in living rooms and bedrooms.

What style of home decor does it suit?
Its bohemian-inspired woven texture and yellow chevron pattern complement boho, coastal, Scandinavian, and farmhouse interiors.

What colour is the ottoman?
The ottoman features an elegant ivory white base with yellow woven geometric detailing.

What material look does it have?
It showcases a handcrafted woven cotton-texture appearance with decorative pom-poms and fringe accents for a premium artisan look.","2",true,"","Panipat_132103_0180d","","","","Chevron Geometric Pattern with Textured Dot Weave","Bohemian | Coastal | Modern Farmhouse","Ivory white base with yellow woven detailing",,,,,,,,,,,,,"India",,,,,,,,,,,,,,,,,,,,
"KD-RR-YLELE-KDB","","Yellow Elephant Tree of Life Cotton Bedsheet Set – Handcrafted Indian Art Print","KD-RR-YLELE-KDB",1499,3499,750,8,38,30,4,"1.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/GthoZE1u_MMDLSDYB81_2026-03-14_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/GthoZE1u_S2GW2TREH0_2026-03-14_5.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/GthoZE1u_87JH9VCGKU_2026-03-14_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/GthoZE1u_GQ9D4N1TRA_2026-03-14_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/GthoZE1u_OFG6XJLXGV_2026-03-14_4.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/GthoZE1u_H676SE8SAY_2026-03-14_6.png","","","","","","","home__home_improvement__utility","size","108*108 inches","Mustard Yellow & White","Bring home warmth, culture, and comfort with this beautifully crafted Tree of Life Elephant Print Cotton Bedsheet Set. Inspired by traditional Indian folk art, the design features an elegant elephant beneath a flourishing tree, symbolising prosperity, strength, and harmony.
Made from soft, breathable cotton, this bedsheet feels luxuriously smooth against the skin and is perfect for everyday use. The soothing white base with mustard yellow accents instantly brightens your bedroom while maintaining a calm, modern aesthetic. Natural daylight highlights the fine detailing and softness of the fabric, making it a perfect blend of style and comfort.
Ideal for modern Indian homes.","6",true,"","Panipat_132103_0180d","","","",,"Indian Heritage Art",,"Tree of Life with Elephant Motif",,"Aaram Homes",,,,,,,,,,,,,,,"One double bedsheet and 2 large pillow covers",,,"Built with high-quality, durable materials","Eco-friendly packaging","India",,,"Mustard Yellow & White",,,,,,,
"SAGEGREEN-7PC","","Sage Green Floral Embroidery Bedsheet Set- Pack of 7 Pieces","AH-TLS-SAGEGREEN-LOTUS-EMB-QDB-7PC",2399,3999,1110,10,67,48,11,"5",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Sage_Green_Floral_Embroidery_Bedsheet_Set__Pack_of_7_Pieces_JCQP15A1L8_2026-05-10_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Sage_Green_Floral_Embroidery_Bedsheet_Set__Pack_of_7_Pieces_WD45U0R7FD_2026-05-10_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Sage_Green_Floral_Embroidery_Bedsheet_Set__Pack_of_7_Pieces_64K1AD84YM_2026-05-10_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Sage_Green_Floral_Embroidery_Bedsheet_Set__Pack_of_7_Pieces_F6CW5U26O9_2026-05-10_4.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Sage_Green_Floral_Embroidery_Bedsheet_Set__Pack_of_7_Pieces_0HULWMI20K_2026-05-10_5.png","","","","","","","","","size","90 x 100 Inches","","Turn your bedroom into a calm and elegant retreat with this beautifully crafted sage green bedding set from Aaram Homes. Designed with delicate yellow floral embroidery inspired by blooming lotus motifs, this bedding set adds a soft luxurious charm to your space without looking overpowering. The soothing pastel green base paired with graceful floral detailing creates a fresh, modern, and comforting aesthetic perfect for contemporary Indian homes.
The bedding set enhances the overall premium look while adding texture and depth to the design. Whether you are styling your master bedroom, guest room, or creating a cozy festive makeover, this embroidered bedding set effortlessly brings warmth, sophistication, and comfort together.
Made for those who love elegant interiors and timeless floral designs, this bedding set blends beautifully with minimal, modern, and earthy décor themes. Its coordinated cushion covers, bolsters, and embroidered detailing make the entire bed look thoughtfully styled and luxurious.

Why You Will Love it:
- Floral embroidered design
- Soft sage green colour
- Elegant quilted detailing
- Coordinated cushion & bolster set
- Modern luxury look
- Soft & comfortable cotton fabric","6",true,"","Panipat_132103_0180d","","","",,"Modern Minimal | Contemporary Luxe | Botanical Elegant",,"Floral Embroidered Pattern with Minimal Scattered Buti Design",,,,,,,,,,,,"India","1 Double Bedsheet, 2 Pillow Covers, 2 Filled Cushions, 2nFilled Bolster Cushions",,,,,,,,,,,,,,,"Sage Green with Mustard Yellow Floral Embroidery and Deep Green Leaf Detailing",,,,
"Brown-Stripes","","Espresso Brown Stripes 300 TC  Pure Cotton Bedsheet Set","AH_ESPRESSO_STRIPES_KDB",2499,3999,1220,5,38,30,4,"1.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Espresso_Brown_Stripes_300_TC__Pure_Cotton_Bedsheet_Set_U1AVT0TRXD_2026-07-17_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Espresso_Brown_Stripes_300_TC__Pure_Cotton_Bedsheet_Set_DAHNMNRTWH_2026-07-17_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Espresso_Brown_Stripes_300_TC__Pure_Cotton_Bedsheet_Set_0XG2NX4Z4Q_2026-07-17_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Espresso_Brown_Stripes_300_TC__Pure_Cotton_Bedsheet_Set_COLQ5UA8ED_2026-07-17_4.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Espresso_Brown_Stripes_300_TC__Pure_Cotton_Bedsheet_Set_A5V7G97UYM_2026-07-17_5.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Espresso_Brown_Stripes_300_TC__Pure_Cotton_Bedsheet_Set_IQMJDW8BGP_2026-07-17_6.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Espresso_Brown_Stripes_300_TC__Pure_Cotton_Bedsheet_Set_YXLAWMOMY6_2026-07-17_7.png","","","","","","","size","108 x 108 inches","","Bring home the quiet elegance of rich espresso tones with the Espresso Brown Stripes Bedsheet Set. 
Designed to complement modern interiors, its deep brown palette paired with crisp ivory stripes creates a sophisticated look that's timeless and effortlessly stylish.
Crafted from 100% Pure Cotton with a premium 300 Thread Count, this bedsheet feels exceptionally soft, smooth, and breathable. 
Whether you're settling in after a long day or enjoying a slow weekend morning, its luxurious texture offers the comfort of a boutique hotel in the warmth of your own home.
Made for everyday living yet designed to look refined, the Espresso Brown Stripes Bedsheet Set is the perfect blend of comfort, durability, and contemporary style.

Why You'll Love It:-
- 100% Pure Cotton for natural softness and breathability.
- 300 Thread Count fabric offers a smooth, premium feel every night.
- Rich espresso brown tones with elegant stripes create a modern, sophisticated look.
- Durable fabric with long-lasting colour and softness, wash after wash.
- Perfect for everyday comfort while adding a luxurious touch to your bedroom.","2",true,"","Panipat_132103_0180d","","","","Contemporary Horizontal Stripes","Modern Minimalist",,,,,,,,,,,"Espresso Brown, Ivory White",,"100% Pure Cotton",,"1 King Size Bedsheet, 2 Large Pillow Covers","300 TC",,,,,,,,,,,,,,,,,,
"AH-BLUEBLSM-KDCH-SK","","Blue Blossom Checks Pure Cotton Bedsheet - Super King Size","AH-BLUEBLSM-KDCH-SK",1899,3199,930,8,38,30,4,"1.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Blue_Blossom_Pure_Cotton_Bedsheet_set___Super_King_Size_P8Q9AQLID4_2026-06-04_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Blue_Blossom_Pure_Cotton_Bedsheet_set___Super_King_Size_P63GWAYB8X_2026-06-04_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Blue_Blossom_Pure_Cotton_Bedsheet_set___Super_King_Size_3YMG32YMJO_2026-06-04_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Blue_Blossom_Pure_Cotton_Bedsheet_set___Super_King_Size_0P43UXF97M_2026-06-04_4.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Blue_Blossom_Pure_Cotton_Bedsheet_set___Super_King_Size_LJQ6KF1C72_2026-06-04_5.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Blue_Blossom_Pure_Cotton_Bedsheet_set___Super_King_Size_VRZI9VZKAF_2026-06-04_6.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Blue_Blossom_Pure_Cotton_Bedsheet_set___Super_King_Size_3I452JXR4P_2026-06-04_7.png","","","","","","home__home_furnishing__bed_linen","size","110*110 inches","","Bring freshness to your bedroom with the Blue Blossom 100% Pure Cotton Bedsheet Set. 
Designed in shades of blue with procian prints, this bedsheet features delicate floral border motifs combined with geometric detailing for a timeless look. 
Crafted from soft, breathable 250 TC cotton, it offers everyday comfort while enhancing your bedroom decor. 
The coordinated pillow covers complete the sophisticated aesthetic, making it perfect for modern and contemporary homes.

Key Features:
- 100% Cotton - 250 TC Fabric (Procian Prints)
- Soft & Breathable
- Skin-Friendly
- Machine Washable
- Fade-Resistant Print","6",true,"","Panipat_132103_0180d","","","","Floral Print with Geometric Micro-Check at one end","Contemporary Indian | Resort-Inspired Bedroom Decor",,,,,,,,,"110 x 110 inches",,"Royal Blue",,"250 TC Pure Cotton Fabric",,"1 Super king size bedsheet + 2 Large Pillow Covers",,,,,,,,,,,,,,,,,,,
"TLS-BB-PPP-QDB","","Pink Polka Dots Bedsheet Set with 2 cushions & 2 pillow covers- 180 GSM Cotton Blend","TLS-BB-PPP-QDB",999,1999,400,11,62,34,6,"1.7",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/SUX_tx0b_25N68F1OAE_2025-12-14_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/SUX_tx0b_R2CH3TMV3G_2025-12-14_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/SUX_tx0b_9NC37LCBOB_2025-12-14_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/SUX_tx0b_DE32VILPGD_2025-12-14_4.png","","","","","","","","","home__home_improvement__utility","size","90 x 100 Inches","Pink & White","Brighten Up Your Bedroom With This Charming And Playful Pink Polka Dots Bed Sheet Set. This Beautiful Set Features A Delightful Combination Of Soft Pink And White, Adorned With Classic Polka Dots. It Showcases A Larger Polka Dot Pattern, While The Quilted Pillow Covers, Quilted Cushions Feature a Complementary Design. A Subtle Floral Print On The Bottom Adds A Touch Of Romantic Elegance To This Fun And Fresh Bedding Set. It's Perfect For Creating A Cozy, Inviting, And Cheerful Space.

	•	Design: Soft pink and white with classic polka dots.
	•	Additional Feature: Subtle floral print on the bottom for a touch of elegance.
	•	Overall Style: Charming, playful, cosy, inviting, and cheerful.","6",true,"","Panipat_132103_0180d","","","",,"Modern/Cute",,"Polka Dot with Floral accents","Pink & White","Aaram Homes",,,,,"Bedsheet: 90 x 100 Inches
2 quilted pillow covers: 18 x 28 inches
2 cushions with fillers: 12 x 12 inches",,,,,,,,,"Cotton blend 180 GSM","1 Double Bedsheet + 2 Pillow Covers + 2 cushions with fillers","Home","Premium Quality","Built with high-quality, durable materials","Eco-friendly packaging","India",,,,,,,,,,
"KD-IK-AQUA-KDB-100","","Aqua Blue Ikat Pure Cotton Bedsheet Set","KD-IK-AQUA-KDB-100",1299,2999,630,5,38,30,4,"1.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/wEXS43_T_YONP3O1U64_2026-03-14_1.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/wEXS43_T_99041J17UI_2026-03-14_5.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/wEXS43_T_JFHD0UO4EM_2026-03-14_4.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/wEXS43_T_VLU2OFMXRM_2026-03-14_6.PNG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/wEXS43_T_19OS57LOZI_2026-03-14_2.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/wEXS43_T_DTSYBJ5TTT_2026-03-14_3.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/wEXS43_T_N0QI1IRZOM_2026-03-14_7.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/wEXS43_T_ZQ85KW7BYY_2026-03-14_8.PNG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/wEXS43_T_9Z8H67BSW2_2026-03-14_9.PNG","","","","home__home_improvement__utility","size","100*108 inches","","Transform your bedroom into a tranquil oasis with this elegant Teal and White Ikat Print Bedsheet Set. Designed to blend traditional artistry with modern aesthetics, this set features a beautiful, repeating geometric diamond Ikat motif in soothing shades of aqua, mint, and soft grey against a crisp white background.

The intricate, block-print-inspired detailing brings a touch of bohemian charm and artisanal elegance to your space, making it the perfect focal point for both contemporary and traditional bedroom decor. Complete with a generously sized king bedsheet and matching flanged pillow covers, this set promises not just a refreshing visual upgrade, but also a restful night's sleep. Perfect for everyday use or guest rooms.

Style: Contemporary Ethnic / Coastal. The bedsheet beautifully bridges the gap between traditional Indian textile art and relaxed, modern transitional decor.","6",true,"","Panipat_132103_0180d","","","",,"Modern Ethnic | Elegant | Minimal Luxury",,"Ikat Print",,"Aaram Homes",,,,,,,,,,,,,,,"One double bedsheet and 2 large pillow covers",,,"Built with high-quality, durable materials","Eco-friendly packaging","India",,,"Aqua, Soft Grey, and Crisp White. The cool-toned palette is specifically designed to evoke calmness, making the room look spacious, airy, and inviting.",,,,,,,
"pink-dual-ombre","","Pink Candy Dual-Tone Gradient Bedsheet Set- 400TC","AH-PINK-DUAL-SKDB",1999,2899,999,7,38,30,4,"1.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Pink_Candy_Dual_Tone_Gradient_Bedsheet_Set__400TC_SR7TBV3NPM_2026-08-01_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Pink_Candy_Dual_Tone_Gradient_Bedsheet_Set__400TC_N7U2ZNF7OY_2026-08-01_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Pink_Candy_Dual_Tone_Gradient_Bedsheet_Set__400TC_BUQIZQ37IM_2026-08-01_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Pink_Candy_Dual_Tone_Gradient_Bedsheet_Set__400TC_V3V5B89AOJ_2026-08-01_4.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Pink_Candy_Dual_Tone_Gradient_Bedsheet_Set__400TC_QJIG31BUOK_2026-08-01_5.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Pink_Candy_Dual_Tone_Gradient_Bedsheet_Set__400TC_4EDYB7N2ZY_2026-08-01_6.png","","","","","","","","size","110*110 inches","Pink","Some moments don't need grand celebrations, they simply begin with coming home.

As the evening light filters through your window, the Pink Candy Ombre Bedsheet Set transforms your bedroom into a space of calm. Its graceful gradient flows from a delicate blush pink to a deeper rosy hue, mirroring the soft colours of a sunset. The gentle transition creates a soothing atmosphere, inviting you to slow down, unwind, and embrace the comfort of your own sanctuary.
Woven from 100% Pure Cotton with a luxurious 400 thread count, every touch feels smooth, breathable, and incredibly soft against your skin. The matching ombre pillow covers complete the harmonious look, bringing a sense of effortless elegance to your bedroom without overwhelming the space.

Whether you're curling up with your favourite book, enjoying a quiet morning coffee, or sinking into bed after a long day, the Pink Candy Ombre Bedsheet Set surrounds you with comfort that feels both luxurious and familiar.


Reasons You'll Love It:
- Premium 400 TC Pure Cotton
- Soft, Skin-Friendly & Breathable fabric
- Fade-Resistant & Durable construction
- - Elegant Pink Dual-tone Gradient creates a calming, sophisticated look that enhances any bedroom.

FAQs
- What fabric is this bedsheet made from?
Made from 100% Pure Cotton with a luxurious 400 thread count for exceptional softness and breathability.

- What makes this bedsheet unique?
Its elegant Pink Candy ombre gradient and matching pillow covers create a premium, designer-inspired look.

- Is it suitable for year-round use?
Yes. The breathable pure cotton fabric provides comfort in every season.

- Which bedroom styles does it complement?
It pairs beautifully with modern, Scandinavian, Japandi, contemporary, and luxury interiors.

- Is the colour long-lasting?
Yes. The high-quality fabric and colour-fast finish help maintain the beautiful ombre shades even after repeated washing.","2",true,"","Panipat_132103_0180d","","","",,"Soft Luxury | Scandinavian","Pink","Solid Dual-tone Gradient",,,,,,,,,,,"100% Pure Cotton",,,,,,,,,,,,,,,,,,,,,
